name
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Mississippi River and Missouri River
The confluence of the Allegheny and Monongahela Rivers forming the Ohio River in Pittsburgh, Pennsylvania
Pitt River and Fraser River confluence
The confluence of the Missouri River and the Mississippi River
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Point where the Blue Nile and White Nile meet in Khartoum, Sudan
Pittsburgh (the confluence of the Allegheny and Monongahela Rivers forming the Ohio River)
Pittsburgh, where the Allegheny and Monongahela Rivers merge to form the Ohio River
Pittsburgh, Pennsylvania
Mississippi-Missouri River Confluence
Confluence of the Mississippi and Missouri Rivers
Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Mississippi River and Missouri River
The confluence of the Allegheny and Monongahela rivers to form the Ohio River in Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Mississippi River and Missouri River confluence
The confluence of the Allegheny and Monongahela Rivers to form the Ohio River in Pittsburgh, Pennsylvania
Confluence of the Mississippi and Missouri Rivers
Pittsburgh, Pennsylvania, where the Allegheny and Monongahela Rivers meet to form the Ohio River
Pittsburgh, where the Allegheny and Monongahela Rivers meet to form the Ohio River
Confluence of the Missouri River and the Mississippi River
Pittsburgh (confluence of the Allegheny, Monongahela, and Ohio Rivers)
Pittsburgh, where the Allegheny and Monongahela Rivers meet to form the Ohio River
Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela rivers meet to form the Ohio River in Pittsburgh, Pennsylvania
Pittsburgh (Confluence of the Allegheny and Monongahela Rivers forming the Ohio River)
Point where the Mississippi River meets the Missouri River
Pittsburgh Confluence
The confluence of the Mississippi and Missouri Rivers
Point where the Allegheny and Monongahela Rivers merge to form the Ohio River in Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers meet to form the Ohio River in Pittsburgh, Pennsylvania.
Confluence of the Mississippi and Missouri Rivers
Pittsburgh, Pennsylvania
Point where the Allegheny and Monongahela Rivers merge to form the Ohio River in Pittsburgh, Pennsylvania
The confluence of the Missouri and Mississippi Rivers
Confluence of the Mississippi and Missouri Rivers
The confluence of the Allegheny and Monongahela Rivers at Pittsburgh, forming the Ohio River
Pittsburgh, where the Allegheny and Monongahela Rivers meet to form the Ohio River
The confluence of the Allegheny and Monongahela Rivers at Pittsburgh, Pennsylvania, forming the Ohio River.
Confluence of the Allegheny and Monongahela Rivers forming the Ohio River in Pittsburgh, Pennsylvania
Point of Confluence of the Allegheny and Monongahela Rivers forming the Ohio River in Pittsburgh, Pennsylvania
