name
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka, Grand Coteau, Louisiana
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Andrew (Rome)
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate at St. Andrew Hall, Syracuse, New York
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka (in Grand Coteau, Louisiana)
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka (Grand Coteau, Louisiana)
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka (often referred to as St. Stanislaus Kostka Novitiate)
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate at St. Andrew Hall, Syracuse, New York
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
Jesuit Novitiate of St. Stanislaus Kostka
